CSFII 1994-96 Food Code	Food Description in 1994-96 CSFII	GI Value	Value used in DHQ database
58305250	Pasta with vegetable and cheese sauce (diet frozen meal)		
58306010	"Beef enchilada dinner, NFS (frozen meal)"		
58306020	"Beef enchilada, chili gravy, rice, refried beans (frozen meal)"		
58306030	"Burrito with beef and beans, refried beans, and salsa (frozen meal)"		
58306050	Cheese enchilada with beans and rice (frozen meal)		
58306070	Cheese enchilada (frozen meal)		
58306100	Chicken enchilada (diet frozen meal)		
58306150	"Chicken enchilada with salsa, rice, vegetable, and dessert (diet frozen meal)"		
58306200	Chicken fajitas (diet frozen meal)		
58306500	Chicken burritos (diet frozen meal)		
58306800	"Noodles and chicken with gravy, vegetable, and dessert (frozen meal)"		
58307010	Beef and pork cannelloni (diet frozen meal)		
58309000	"Grilled cheese sandwich with potato, vegetable, and dessert (frozen meal)"		
58310110	"Frozen breakfast, NFS (frozen meal)"		
58310210	Sausage and french toast (frozen meal)		
58310310	Pancakes and sausage (frozen meal)		
58310410	Sausage rice links and whole wheat pancakes (frozen meal)		
58400000	"Soup, NFS"	38	X
58400100	"Noodle soup, NFS"	42	X
58400200	"Rice soup, NFS"	64	X
58401010	Barley soup	25	
58401200	"Barley soup, sweet, with or without nuts, Oriental Style"		
58402000	"Beef noodle soup, canned, undiluted"		
58402010	Beef noodle soup	42	X
58402020	Beef dumpling soup	Null	X
58402030	Beef rice soup	64	X
58402100	"Beef noodle soup, home recipe"	42	X
58403010	Chicken noodle soup	42	X
58403020	"Chicken noodle soup, canned, undiluted"	Null	
58403030	"Chicken noodle soup, canned, low sodium, ready-to-serve"	42	X
58403040	"Chicken noodle soup, home recipe"	42	X
58403050	"Chicken noodle soup, cream of"	34.5	X
58403060	"Chicken noodle soup, canned, reduced sodium, ready-to-serve"	42	X
58403100	"Noodle and potato soup, Puerto Rican style"	42	X
58404010	Chicken rice soup	64	X
58404020	"Chicken and rice soup, canned, undiluted"		
58404030	"Chicken or turkey rice soup, home recipe"	64	X
58404040	"Chicken rice soup, canned, reduced sodium, prepared with water or ready-to-serve"	64	X
58404050	"Chicken rice soup, canned, reduced sodium, prepared with milk"		
58404100	"Rice and potato soup, Puerto Rican style"	64	X
58404500	Matzo ball soup	Null	X
58404510	Chicken soup with dumplings and potatoes	Null	X
58404520	Chicken soup with dumplings	Null	X
58406010	Turkey noodle soup	42	X
58406020	"Turkey noodle soup, home recipe"	42	X
58407000	"Instant soup, NFS"		
58407010	"Instant soup, noodle"	42	X
58407020	"Instant cream soup, NS as to flavor"		
58407030	"Soup, mostly noodles"	42	X
58407040	"Instant soup, rice"	64	X
58407050	"Instant soup, noodle with egg, shrimp or chicken"	42	X
58407070	"Instant cream soup, low sodium, NS as to flavor"		
58408010	Won ton (wonton) soup	Null	X
58408500	"Noodle soup with vegetables, Oriental style"	40	X
58409000	"Noodle soup, with fish ball, shrimp, and dark green leafy vegetable"	42	X
58410100	"Rice soup, made with tea"		
58421000	"Sopa seca (dry soup), Mexican style, NFS"		
58421010	"Sopa Seca de Fideo, Mexican style, made with dry noodles"	Null	X
58421020	"Sopa de Fideo Aguada, Mexican style noodle soup"	Null	X
58421060	"Sopa seca de arroz (dry rice soup), Mexican style"	Null	X
58421080	"Sopa de tortilla, Mexican style tortilla soup"	Null	X
58450300	"Noodle soup, made with milk"		
58503000	"Macaroni, tomatoes, and beef, baby food, NS as to strained or junior"		
58503010	"Macaroni, tomatoes, and beef, baby food, strained"		
58503020	"Macaroni, tomatoes, and beef, baby food, junior"		
58503050	"Macaroni with beef and tomato sauce, baby food, toddler"		
58508000	"Macaroni and cheese, baby food, strained"		
58508300	"Macaroni and cheese, baby food, toddler"		
58508500	"Ravioli, meat-filled, with tomato sauce, baby food, toddler"		
58509020	"Spaghetti, tomato sauce, and beef, baby food, junior"		
58509100	"Ravioli, cheese-filled, with tomato sauce, baby food, toddler"		
58509200	"Macaroni with vegetables, baby food, strained"		
59003000	"Meat substitute, cereal- and vegetable protein-based, fried"	Null	X
61100500	"Calamondin, raw"		
61101010	"Grapefruit, raw"	25	X
61101200	"Grapefruit, canned or frozen, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"	25	X
61101220	"Grapefruit, canned or frozen, unsweetened, water pack"	25	X
61101230	"Grapefruit, canned or frozen, in light syrup"	25	X
61104010	"Grapefruit and orange sections, raw"		
61104200	"Grapefruit and orange sections, cooked, canned, or frozen, NS as to added sweetener"		
61104220	"Grapefruit and orange sections, cooked, canned, or frozen, unsweetened, water pack"		
61104230	"Grapefruit and orange sections, cooked, canned, or frozen, in light syrup"		
61110010	"Kumquat, raw"		
61110230	"Kumquat, cooked or canned, in syrup"		
61113010	"Lemon, raw"		
61113500	Lemon pie filling	48	X
61116010	"Lime, raw"		
61119010	"Orange, raw"	42	X
61119020	"Orange, sections, canned, juice pack"		
61119100	Orange peel		
61122300	"Orange, mandarin, canned or frozen, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"	42	X
61122320	"Orange, mandarin, canned or frozen, juice pack"		
61122330	"Orange, mandarin, canned or frozen, in light syrup"	42	X
61122350	"Orange, mandarin, canned or frozen, drained"	42	X
61125000	"Tangelo, raw"	42	X
61125010	"Tangerine, raw"	42	X
61200500	Acerola juice		
61201000	"Grapefruit juice, NFS"	48	X
61201010	"Grapefruit juice, freshly squeezed"	48	X
61201020	"Grapefruit juice, unsweetened, NS as to form"	48	X
61201220	"Grapefruit juice, canned, bottled or in a carton, unsweetened"	48	X
61201230	"Grapefruit juice, canned, bottled or in a carton, with sugar"	48	X
61201240	"Grapefruit juice, canned, bottled, or in a carton, sweetened with low calorie sweetener"	48	X
61201620	"Grapefruit juice, frozen, unsweetened (reconstituted with water)"	48	X
61201630	"Grapefruit juice, frozen, with sugar (reconstituted with water)"		
61204000	"Lemon juice, NS as to form"		
61204010	"Lemon juice, fresh"		
61204200	"Lemon juice, canned or bottled"		
61204600	"Lemon juice, frozen"		
61207000	"Lime juice, NS as to form"		
61207010	"Lime juice, fresh"		
61207200	"Lime juice, canned or bottled"		
61207600	"Lime juice, frozen"		
61210000	"Orange juice, NFS"	50	X
61210010	"Orange juice, freshly squeezed"	50	X
61210220	"Orange juice, canned, bottled or in a carton, unsweetened"	50	X
61210230	"Orange juice, canned, bottled or in a carton, with sugar"	50	X
61210250	"Orange juice, with calcium added, canned, bottled or in a carton, unsweetened"	50	X
61210620	"Orange juice, frozen, unsweetened (reconstituted with water)"	50	X
61210630	"Orange juice, frozen, with sugar (reconstituted with water)"	50	X
61210720	"Orange juice, frozen, unsweetened, not reconstituted"	50	X
61210730	"Orange juice, frozen, with sugar, not reconstituted"		
61210820	"Orange juice, frozen, with calcium added (reconstituted with water)"	50	X
61213000	"Tangerine juice, NFS"	Null	X
61213220	"Tangerine juice, canned, unsweetened"		
61213230	"Tangerine juice, canned, with sugar"		
61213620	"Tangerine juice, frozen, unsweetened (reconstituted with water)"		
61214000	Grape-tangerine-lemon juice	50	X
61216000	"Grapefruit and orange juice, NFS"	49	X
61216010	"Grapefruit and orange juice, fresh"	49	X
61216220	"Grapefruit and orange juice, canned, unsweetened"	49	X
61216230	"Grapefruit and orange juice, canned, with sugar"		
61216620	"Grapefruit and orange juice, frozen (reconstituted with water)"		
61219000	Orange and banana juice	50	X
61219100	Pineapple-orange-banana juice	48	X
61219150	Orange-white grape-peach juice	50	X
61219650	Apricot-orange juice	50	X
61222000	"Pineapple-grapefruit juice, NFS"		
61222200	"Pineapple-grapefruit juice, canned, bottled or in a carton, NS as to sweetened or unsweetened"		
61222220	"Pineapple-grapefruit juice, canned, bottled or in a carton, unsweetened"	47	X
61222230	"Pineapple-grapefruit juice, canned, bottled or in a carton, with sugar"		
61222600	"Pineapple-grapefruit juice, frozen (reconstituted with water)"		
61225000	"Pineapple-orange juice, NFS"	48	X
61225200	"Pineapple-orange juice, canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"	48	X
61225220	"Pineapple-orange juice, canned, unsweetened"	48	X
61225230	"Pineapple-orange juice, canned, with sugar"		
61225600	"Pineapple-orange juice, frozen (reconstituted with water)"	48	X
61226000	Strawberry-banana-orange juice	50	X
62101000	"Fruit, dried, NFS (assume uncooked)"	38.3	X
62101050	"Fruit mixture, dried (mixture includes three or more of the following: apples, apricots, dates, papaya, peaches, pears, pineapples, prunes, raisins)"	38.3	X
62101100	"Apple, dried, uncooked"	29	X
62101150	"Apple, dried, uncooked, low sodium"		
62101200	"Apple, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"	29	X
62101220	"Apple, dried, cooked, unsweetened"		
62101230	"Apple, dried, cooked, with sugar"	29	X
62101300	Apple chips	29	X
62104100	"Apricot, dried, uncooked"	31	X
62104200	"Apricot, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"	31	
62104220	"Apricot, dried, cooked, unsweetened"	31	
62104230	"Apricot, dried, cooked, with sugar"	31	
62107100	"Banana flakes, dehydrated"		
62107200	Banana chips		
62108100	"Currants, dried"	64	X
62109100	"Cranberries, dried"		
62110100	Date	103	X
62113100	"Fig, dried, uncooked"	61	X
62113200	"Fig, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"		
62113220	"Fig, dried, cooked, unsweetened"		
62113230	"Fig, dried, cooked, with sugar"	61	X
62114000	"Lychee, dried (lychee nuts)"		
62114050	"Mango, dried"	Null	X
62114110	"Papaya, dried"	Null	X
62116100	"Peach, dried, uncooked"	Null	X
62116200	"Peach, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"		
62116220	"Peach, dried, cooked, unsweetened"		
62116230	"Peach, dried, cooked, with sugar"		
62119100	"Pear, dried, uncooked"		
62119200	"Pear, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"		
62119220	"Pear, dried, cooked, unsweetened"		
62119230	"Pear, dried, cooked, with sugar"		
62120100	"Pineapple, dried"	Null	X
62121100	"Plum, rock salt, dried"		
62122100	"Prune, dried, uncooked"	29	X
62122200	"Prune, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"	29	X
62122220	"Prune, dried, cooked, unsweetened"	29	X
62122230	"Prune, dried, cooked, with sugar"	29	X
62125100	Raisins	64	X
62125110	"Raisins, cooked"	64	X
62126000	"Tamarind pulp, dried, sweetened (""Pulpitas"")"		
63100100	"Fruit, NS as to type"		
63101000	"Apple, raw"	38	X
63101110	"Applesauce, stewed apples, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"	38	X
63101120	"Applesauce, stewed apples, unsweetened"	38	X
63101130	"Applesauce, stewed apples, with sugar"	38	X
63101140	"Applesauce, stewed apples, sweetened with low calorie sweetener"	38	X
63101150	Applesauce with other fruits		
63101210	"Apple, cooked or canned, with syrup"	38	X
63101310	"Apple, baked, NS as to added sweetener"	38	X
63101320	"Apple, baked, unsweetened"	38	X
63101330	"Apple, baked, with sugar"	38	X
63101410	"Apple rings, fried"		
63101420	"Apple, pickled"	38	X
63101500	"Apple, fried"	38	X
63101600	"Jobo, raw"		
63101650	"Mamey (mamea apple), raw"		
63102000	"Wi-apple, raw"		
63103010	"Apricot, raw"	57	
63103110	"Apricot, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"	64	
63103120	"Apricot, cooked or canned, unsweetened, water pack"	64	
63103130	"Apricot, cooked or canned, in heavy syrup"	64	
63103140	"Apricot, cooked or canned, in light syrup"	64	
63103150	"Apricot, cooked or canned, drained solids"	64	
63103170	"Apricot, cooked or canned, juice pack"		
63105010	"Avocado, raw"	50	X
63107010	"Banana, raw"	52	X
63107050	"Banana, white, ripe (guineo blanco maduro)"		
63107060	"Banana, apple, raw"		
63107070	"Banana, Chinese, raw"		
63107080	"Banana, red, ripe (guineo morado)"	52	X
63107090	"Banana, red, fried"		
63107110	"Banana, baked"		
63107210	"Banana, ripe, fried"	52	X
63107310	"Banana, ripe, boiled"	52	X
63107410	"Banana, batter-dipped, fried"		
63109010	"Cantaloupe (muskmelon), raw"	65	X
63109610	"Cantaloupe, frozen (balls)"		
63109700	"Carambola (starfruit), raw"		
63109750	"Carambola (starfruit), cooked, with sugar"		
63110010	"Cassaba melon, raw"	Null	X
63111010	"Cherries, maraschino"		
63112000	"Acerola, raw"		
63113010	"Cherries, sour, red, raw"		
63113030	Cherry pie filling	48	X
63113050	"Cherry pie filling, low calorie"		
63113110	"Cherries, sour, red, cooked, unsweetened"	22	X
63115010	"Cherries, sweet, raw (Queen Anne, Bing)"	22	X
63115110	"Cherries, sweet, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"	22	X
63115120	"Cherries, sweet, cooked, unsweetened, water pack"		
63115130	"Cherries, sweet, cooked or canned, in heavy syrup"	22	X
63115140	"Cherries, sweet, cooked or canned, in light syrup"	22	X
63115150	"Cherries, sweet, cooked or canned, drained solids"	22	X
63115170	"Cherries, sweet, cooked or canned, juice pack"	22	X
63115200	"Cherries, frozen"	22	X
63117010	"Currants, raw"	64	X
63119010	"Fig, raw"	61	X
63119110	"Fig, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"		
63119120	"Fig, cooked or canned, unsweetened, water pack"		
63119130	"Fig, cooked or canned, in heavy syrup"		
63119140	"Figs, cooked or canned, in light syrup"	61	X
63121010	"Genip, raw"		
63123000	"Grapes, raw, NS as to type"	46	X
63123010	"Grapes, European type, adherent skin, raw"	46	X
63123020	"Grapes, American type, slip skin, raw"	46	X
63123110	"Grapes, seedless, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"		
63123120	"Grapes, seedless, cooked or canned, unsweetened, water pack"		
63123130	"Grapes, seedless, cooked or canned, in heavy syrup"		
63125010	"Guava, raw"	Null	X
63125100	Guava shell (assume canned in heavy syrup)	Null	X
63125210	"Jackfruit, raw"		
63125220	"Jackfruit, cooked or canned"		
63126010	"Juneberry, raw"		
63126500	"Kiwi fruit, raw"	53	X
63126510	"Lychee, raw"	Null	X
63126600	"Lychee, cooked or canned, in sugar or syrup"		
63126650	"Loquats, raw"		
63127010	"Honeydew melon, raw"	65	X
63127610	"Honeydew, frozen (balls)"	65	X
63129010	"Mango, raw"		
63129020	"Mango, pickled"		
63129030	"Mango, cooked"		
63131010	"Nectarine, raw"	42	X
63131110	"Nectarine, cooked"		
63133010	"Papaya, raw"	59	X
63133050	"Papaya, green, cooked"	59	X
63133100	"Papaya, cooked or canned, in sugar or syrup"	59	X
63134010	"Passion fruit, raw"	Null	X
63135010	"Peach, raw"	42	X
63135110	"Peach, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"	58	X
63135120	"Peach, cooked or canned, unsweetened, water pack"	38	X
63135130	"Peach, cooked or canned, in heavy syrup"	58	X
63135140	"Peach, cooked or canned, in light or medium syrup"	52	X
63135150	"Peach, cooked or canned, drained solids"	42	X
63135170	"Peach, cooked or canned, juice pack"	38	X
63135610	"Peach, frozen, NS as to added sweetener"	58	X
63135620	"Peach, frozen, unsweetened"	42	X
63135630	"Peach, frozen, with sugar"	58	X
63135650	"Peach, pickled"		
63135660	"Peach, spiced"		
63137010	"Pear, raw"	38	X
63137050	"Pear, Japanese, raw"	38	X
63137110	"Pear, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"	43.5	X
63137120	"Pear, cooked or canned, unsweetened, water pack"		
63137130	"Pear, cooked or canned, in heavy syrup"	43.5	X
63137140	"Pear, cooked or canned, in light syrup"	25	X
63137150	"Pear, cooked or canned, drained solids"	38	X
63137160	"Pear, spiced, drained solids"		
63137170	"Pear, cooked or canned, juice pack"	43.5	X
63139010	"Persimmon, raw"	Null	X
63141010	"Pineapple, raw"	59	X
63141110	"Pineapple, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"	59	X
63141120	"Pineapple, cooked or canned, unsweetened, waterpack"	59	X
63141130	"Pineapple, cooked or canned, in heavy syrup"	59	X
